tags	description
2-4-years-experience-needed	Length and Location: Long term (year plus) contract in Washington DC Citizenship Requirements: Citizens able to hold a Public Trust  Lotus Notes Programmer/Analysts The Contractor shall provide two Programmer/Analysts to develop new applications and assist in the migration to their new environment.  The skill sets and experience of the Programmers or Analysts shall cover development and administration of Lotus Notes and Domino server, MS .Net framework, SQL Server databases, SharePoint portal and applications, API and Web services, and other application integration approaches.    The specifics below are grouped by the level of skills and experience.  The Contractor can offer different mix of person and experience, but the combined experience and skill set of the offer shall satisfy the minimal requirements below and the work need defined in the task order.   Programmer/Analyst V *Minimum 4 years of experience in software development and database development for medium or large systems following system development lifecycle best practice. *Minimum 3 years of experience developing and administering in a Lotus Notes/Domino 7 environment. *Experience in establishing web interfaces to access Lotus Notes applications. *Experience in database administration, system administration, user group policy design, and implementation, and security controls for application systems.  *Knowing on Visual Basic, Visual Basic for application and C# programming. *Knowledge on Microsoft SharePoint development and administration (SharePoint 2010 preferred.) *Experience using Casahl, ecKnowledge or other ETL data migration tools for migrating data and contents. *Experience in creating system documentation, as well as developing work processes and administration routines. 
	Highest pay in Collier County! Fantastic CFY position with private practice in Collier County Florida. Come join a great group of professionals! Great pay and supervision. Start date August 2014. Apply on line! Saturday interviewing thru May. Over 20 years, therapist owned and operated practice. We understand the job! Our knowledge base makes for great CFY experience where your supervisor is a therapist, not a business man. Check out our web site and upload your resume. Come interview and move to sunny, beautiful Naples Florida! Great life style and affordable community.  APPLY ON LINE!! www.example.com
full-time-job 1-year-experience-needed	CSA Photo Studio Inc. is looking for an energetic person who likes a fast paced environment to work as  Front Desk positon    THIS IS A FULL TIME POSITION  The job requires:  Attention to detail and strict accuracy a must in this position.  Some data entry is required.  Ability to multitask is a must.  Ability to schedule appointments regarding interviews and meetings.  This position will also require you to scan, fax and file documents.  Must be Proficient in Excel and Mircrosoft Office Suite  Must be a self starter.  1+ year recent experience in an office environment.
bs-degree-needed 5-plus-years-experience-needed	About Us:   Renaissance Learning is a leading provider of technology-based school improvement and student assessment programs for K12 schools. Our products help educators make the practice component of their existing curriculum more effective by providing tools to personalize practice and easily manage the daily activities for students of all levels. Whether you are based at our corporate headquarters in beautiful central Wisconsin or at one of our other many locations, you can make a real difference in education. We offer competitive compensation, enviable benefits, and smart, friendly co-workers—all in a relaxed, fun atmosphere where you'll have the opportunity to excel each day.     Job Description:   We are seeking a proven outside sales professional to sell total solutions to school district personnel. Your existing contacts in the assigned territory (IA, NE, SD) will become exciting new leads as you make sales of the best products available in the K-12 market. If you have a proven track record in sales and relationship-building, we have the opportunity of a lifetime. We’re an innovative company improving schools across the country. Position requires 5-7 years related K-12 sales experience along with a Bachelors degree or higher.     Please note that K-12 sales experience is an absolute must!! You must have 5-10 years experience selling to K-12 schools. This is a great opportunity for anyone with established relationships in K-12 education, and who has a current client base.  
licence-needed hourly-wage	_We are looking for reliable and passionate health care professionals that can help instruct and teach in primarily Orange County but occasionally in the Greater Los Angeles and Riverside areas. If you are a current health care professional that wants to have a flexible as-needed job as an instructor that generates extra income for you on the side, in addition to being able to teach as a health educator while building valuable experience, or simply because you like teaching and inspiring others to help save lives. . .  then this is the position for you!_  *ABOUT THE COMPANY*  The CPR Hero Training Center has become one of the fastest growing American Heart Association training sites in Southern California. We currently certify over 3,000 individuals a year with a variety of class formats for CPR, BLS, and First Aid. Our major clientele comes from hospital contracts throughout Southern California, but we also host a variety of community classes that students can sign up for. The CPR HERO is a corporate partner to various health organizations, professional health schools, campuses, and medical centers throughout SoCal. Our main office is located in Anaheim, but we have 5 teaching sites throughout Southern California (Ontario, Irvine, Garden Grove, Santa Monica, Fountain Valley). To be a part of THE CPR HERO is to be a part of a successful training center that your name will be attached to - we affect lives every day in the work that we do in bringing high quality education to our students. There are no short cuts with THE CPR HERO, you will see that the style of education we deliver is what allows students to retain knowledge and act when a medical emergency happens. We are currently ranked #1 in Anaheim on our YELP page!  * www.example.com  * www.example.com  *RESPONSIBILITIES*  * Instructors must be able to travel to teaching offices, or be able to travel to different locations * Ability to carry CPR manikins and First Aid equipment to use as teaching resources * Manage paperwork from class including tests and evaluation sheets * Maintain good communication with Lead Educator / Director * Facilitate classes according to American Heart Association guidelines * Professional to the community and the youth  *REQUIREMENTS & EDUCATION*  * Must possess valid California certification/license as Healthcare Provider (EMT, Paramedic, Nurse, MD, PA, etc.) * Must have acute experience in emergency setting * Reliable vehicle to drive * Ability to be flexible with certain days when needed to teach  *ADVANTAGES*  * Competitive hourly wage for teaching and based on experience/education * Travel compensation * Unlimited BLS renewal from AHA, and possible sponsorship for other AHA courses such as PALS, ACLS * Sponsorship for AHA Instructor Card & BLS Instructor Certification * Professional recommendation * Website biography / business cards  *Please send in resume, short biography, and why this is the job for you! Looking forward to getting to know you and having you possibly join our great network! Thank you!*
supervising-job 2-4-years-experience-needed	*Summary Description*  The Bakery Manager is responsible for the overall performance of the Bakery Department. In addition to managing the daily output and display of bakery products, the Bakery Manager is focused on reducing costs, hiring, and training new employees, supervision, monitoring product quality and consistency, tracking inventory and managing the bakery's budget. This position ensures correct ordering, receiving, unloading, storage, and rotation of merchandise and building of displays.  The Bakery Manager is responsible for managing department inventory, in-stock position, pricing integrity, merchandising, labor, and other operational processes to Sprouts standards. This position plans and orders according to company standards to maximize sales and gross profit.  *Essential Job Functions*  * Role models excellent customer service for the Store team. * Ensures that department employees provide excellent customer service and receive appropriate customer service training. * Manages inventory, pricing integrity, merchandising, labor, security, expense control and other operational processes to Sprouts standards. * Demonstrates advanced product knowledge and maintains awareness of new products. * Ensures the department is merchandised in accordance with the needs of the community; maintains shelf allocations to ensure the availability of products at all times. * Ensures the department is well maintained and meets or exceeds company standards for appearance and freshness. * Enforces loss controls and strives for minimum shrink. * Hires, supervises, trains, and develops team members in accordance with company policies and procedures; administers performance reviews and corrective actions. * Evaluates department conditions and operations to determine strengths and areas for improvement; reinforces strengths while developing and implementing improved practices and procedures. * Ensures company standards for safety, proper food handling practices, sanitation and productivity are maintained. * Offer product samples, answer product questions and offer assistance in finding or suggesting product selection. * Cleans walls, fans and drains in bakery coolers, display cases and work area. * Cooks and prepares bakery products according to company guidelines. * Prepares special orders as requested by customers (e.g., special occasion cakes, party platters, etc.). * Schedules department employees. * Other related duties as assigned.  *Knowledge, Skills and Abilities*  * High school diploma or equivalent with a minimum of 2 years' retail grocery experience or an acceptable combination of education and experience. * Demonstrated decision-making ability and leadership skills, preferably one or more years of experience in being able to direct and supervise individuals and manage work and priorities * Analytic ability and proficiency in math sufficient to calculate margins, monitor profitability and manage inventory. * Comprehensive Bakery product knowledge. * Excellent interpersonal skills and ability to train and mentor Bakery team members. * Familiarity with natural foods and alternative diets preferred * Strong communication skills, both written and verbal, are essential * Solid problem solving skills and decisiveness. * Ability to work flexible schedule. * Appropriate Food Safety/Handlers certification/card. * Ability to handle stressful situations * Organization and planning skills * Able to prioritize and handle multiple tasks * Ability to delegate effectively * Computer skills: Microsoft Office Software including Outlook, Word, and Excel  *Physical Requirements*  * The job requires standing, walking, bending, climbing throughout the entire work day and the ability to lift, stack and maneuver objects; lifting requirements range from 5 to 40 lbs. * Weekend, evening and holiday work is required in the position. * Minimum age for employment is 18. * Must tolerate working environment with inside controlled temperatures; working in freezer/cooler, and around ovens.
	An Ophthalmic Practice is looking for an Ophthalmic Assistant for a busy eye clinic.   Contact experience required.
bs-degree-needed 1-year-experience-needed	Company Description:  Lifebooker is a profitable and rapidly growing local services deal site providing its predominately female consumer base with a rich and continuous offering of discounted health, beauty and lifestyle services.   Founded in 2006, the Company has distinguished itself from its daily deal competitors with a technology-rich inventory management based approach that synthesizes the capabilities of Groupon and Orbitz.  This has resulted in high conversion rates, growing lifetime customer value and business provider loyalty as compared to other competitor sites.    The Position:  Lifebooker is searching for a Graphic designer in our Brooklyn (Dumbo) office. He or she will work on the design of all elements of the site including emails, microsites, marketing and sales materials as well as any other ancillary materials that may be needed. The Graphic designer will work closely with the creative director to maintain the brand’s visual identity and standards as well as develop fresh and dynamic visuals for the brand.    Duties:  • Contribute to development of brand’s creative standards and visual identity  • Collaborate in the development of project concepts  • Contribute to the design of the email program  • Contribute to the design of the website  • Contribute to the design of all sales and marketing materials    Requirements:  • Excellent Typography skills  • Ability to handle and organize large amounts of information  • Bachelor's Degree in Graphic Design or equivalent experience  • Maintain a high taste level in relation to the brand’s visual identity  • Photo retouching skills a plus  • Photography skills a plus  • Ability to work independently, as well as collaborate within a fast- paced team environment  • Attention to detail a must  • Comfortable working under tight deadlines and on multiple projects  • Excellent time management skills  • 1+ years experience in a fashion, editorial, or advertising environment  • Experience working on a beauty/luxury brand a plus      
bs-degree-needed 5-plus-years-experience-needed	Exelon Nuclear is looking for a NSSS Nuclear Steam Supply System Plant Engineer to join our Braidwood Station in Braceville, IL (South of Chicago, IL)  E02 - Engineer Job Description  PRIMARY PURPOSE OF POSITION Responsible for performing engineering and technical tasks, under general supervision, in support of nuclear plant operations. As responsibility increases within the organization, hours of work may increase proportionally  PRIMARY DUTIES AND ACCOUNTABILITIES   1.  Perform engineering and technical tasks as assigned by supervision applying general engineering principles.  2.  Assure all engineering products prepared are in accordance with applicable safety analyses, industry codes, engineering specifications and all regulatory requirements.  3.  Participate in the development and implementation of effective processes and techniques at appropriate levels of detail and in compliance with established policies and procedures.  4.  Recommend format and methodology improvements to standard processes and procedures.  POSITION SPECIFICATIONS  Minimum:  1.  B.S. in Engineering or equivalent technical degree  2.  Minimum 2 years engineering experience   Preferred:   1.  Engineer in training certification  E03 - Engineer Job Description      PRIMARY PURPOSE OF POSITION Performs advanced technical/engineering problem solving in support of nuclear plant operations.  Responsible for technical decisions.  Possesses excellent knowledge in functional discipline and its practical application and has detailed knowledge of applicable industry codes and regulations.  PRIMARY DUTIES AND ACCOUNTABILITIES   1.  Provide in-depth technical expertise to develop, manage and implement engineering analysis, activities and programs.  2.  Provide technical expertise and consultation through direct involvement to identify and resolve equipment and system problems.  3. Provide complete task management of engineering issues.  4.  Perform engineering tasks as assigned by supervision applying engineering principles.  5.  Accountable for the accuracy, completeness, and timeliness of work ensuring proper configuration management and assuring that standard design criteria, practices, procedures and codes are used in preparation of plans and specifications.  6.  Perform independent research, reviews, studies and analyses in support of technical projects and programs.  7.  Recommend equipment, new concepts and techniques to improve performance, simplify construction, reduce costs, correct design or material flaws, or comply with changes in codes or regulations.  POSITION SPECIFICATIONS  Minimum:  1.  B. S. in Engineering or equivalent Technical degree  2.  Minimum of 6 years experience  3.  6 or more years solid performance with last two in top half of Engr 2 band   4.  Individual Contributor competencies, with demonstration of FLS competencies  Preferred:   1.  Professional Engineer Registration       
full-time-job hourly-wage	Privately owned printing and shipping shop looking for a motivated and personable candidate to assist with general operations, print production and customer service. No previous experience in printing or shipping necessary. The right candidate should possess exceptional leadership and interpersonal skills and enjoy working in a place that is active in the community and has an upbeat “shop around the corner” feel.  Requirements: -Customer Service skills – the ability to think on your feet and provide an exceptional experience for our customers. -Will process monthly reports and manage production projects while assisting walk-in traffic in our retail location. -Will be required to determine best method(s) to resolve problems to ensure customer satisfaction and adhere to company policies -Must be a logical thinker and be self-motivated -Must be a team player and possess an ability to work within and manage a successful team environment. -The successful candidate will have incredible focus and attention to detail, and the ability to meet deadlines in a rigorous working environment. -Must have general computing skills including a proficiency with Microsoft Office  Proficiency in Adobe software and the ability to manage production layout and design projects while assisting walk-in traffic is a bonus but not necessary to apply for the position.  Store Hours are Mon.-Fri. 8:30-7:00 and Sat. 9:30-4:00  Starting pay $9-14/hr. with advancement opportunity for the right candidate  To apply, please e-mail a resume to David. 
	LEAD GENERATION SPECIALIST needed for downtown Chicago marketing communications company. We write and design newsletters, brochures and websites, and we integrate social media into the marketing campaign, so companies will be receptive to what you have to say. The ideal candidate should have cold calling experience and an agency background. You should also be interested in marketing and the ability to talk intelligently about it. You’ll contact companies and build relationships with decision makers to find out how they create their marketing materials, consult about how they would like to improve their efforts, determine whether our company can help theirs, generate interest in our agency and schedule sales appointments where appropriate. You’ll need to be a high-energy team player who is straightforward, likable, organized and smart, with a genuine desire to help companies improve the way they communicate. You’ll spend most of your time on the telephone gathering information, but you’ll also need to have good persuasive writing skills so you can customize letter templates we provide. Must have the imagination to understand how we can help companies communicate more effectively, the intelligence to be convincing, and the enthusiasm to fit into our friendly, focused group of talented writers, designers and staff.  Competitive pay plus commissions, flexible hours, free membership to health club in building, and a truly great working environment.
	We are a family owned, multi-line, automobile dealership in north Dallas metro with a dedication to customer satisfaction. We are looking to add a new Billing Administrator to our office team. The successful candidate will be part of a team that processes all aspects of our vehicle sales, some of the many duties assigned are to:    Bill and post vehicle sales to accounting system (ADP)    Verify and reconcile factory payments    Register and reconcile F&I products    Verify and post deal packets    Prepare all lender and title documents    Interface with all Texas County Tax Collectors to register customer vehicles    Verify payoffs, rebates, incentives and contract status    Stock in incoming vehicle inventory    Assure that all deals meet lender requirements    Audit deals for compliance with applicable regulations and determine course of action in the event of adverse findings    Reconcile Floor Plan Statement and assure compliance with lender rules.    Be proficient with Outlook, Word and Excel    Experience in an Automobile Dealership, Heavy Equipment Dealership or County Motor Vehicle Tax Office is required. If you are looking for a change, our family oriented dealerships would like to talk with you about this and other administrative opportunities in our expanding operations.  Send us your resume in confidence today.    
	We are looking for Specialists and Consultants to support pharmaceutical manufacturing customers in the following areas: Technology Transfer, Process & Cleaning Validation, cGMP Quality Systems Compliance, Documentation Management (Batch Records, Investigations, Change Control, CAPA, SOP's, APR's); Project Management and Project Controls Engineers; Equipment Qualification applying Risk Based Approach; Statisticians to support risk assessements and process validation; Quality Engineers.  If you have previous experience with pharmaceutical, biotech and/or medical devices industries, apply to join a local growing company that offers great development opportunities.  We have permanent roles, consulting and temporary assignments. Attractive compensation and benefits packages.  ONLY RESOURCES WITH PREVIOUS EXPERIENCE IN  PHARMACEUTICAL INDUSTRY WILL BE CONSIDERED.  
	UniQue Personnel Consultants is looking for a Service Technician for a property management group.   The ideal candidate will have knowledge of and be able to troubleshoot issues regarding:  * Leaks * Electrical * Resetting Circuit Breakers * Air & Heating * Light Fixtures * General Janitorial Knowledge  A clean background and drug screen are required for this position.   If you or someone you know is interested in this position, please contact the office at  XXX  or come by 681 Linton Avenue to fill out an application today!
full-time-job 2-4-years-experience-needed licence-needed	CSR - INSURANCE AGENCY, EASTERN MONMOUTH COUNTY, NJ  Min. 3yr experience, licensed. F/T.  TAM experience preferred.  Fax resume to:  XXX  No phone calls please.
5-plus-years-experience-needed	Looking for an Expert in Informatica and ETL Architecture Client Domain is Financial and Business Services Send your resume to hr at loganbright.com Database : Oracle Financials and Oracle Hyperian EMP Stack  Project Start Date : 21st Jan 2013 Project End Date : Nov 2013 Work Location : Hoboken, NJ  Development Team Location : Hoboken, NJ and Boston, MA  Responsibilities : Should be able to design the ETL Framework Provide Best practices and Standards for Informatica ETL work Should be able to work with the Development team in Boston, MA No travel required.. Work Location is Hoboken, NJ  Work with Data Architect and Business Users Work with the Reporting team Nice to have if you have worked in EBS suite Financial Nice to have if you know OBIEE and DAC  Exp : Ten Years+ in ETL and Informatica  Rate : Negotiable.. Define your criteria..  Process : Send your resume through email and mention your rate. We will not disturb you by calling your Ph #.. Interact with email's. Conf. call #1 through Skype - technical Conf. call #2 through Skype - technical Conf. call #3 through Skype - technical with Client     
bs-degree-needed 5-plus-years-experience-needed supervising-job hourly-wage	Busy aesthetic and plastic surgery office looking for a Clinical Manager/Sales Consultant to oversee/improve all procedures conducted by LME's, conduct patient consultations, sales of medical services. This includes overseeing use of laser machines, ensuring all protocols/procedures are carried out correctly, ordering, some new consultations, up selling.   Experience conducting medical aesthetic treatments such as laser hair/vein/tattoo removal, IPL, chemical peels/vibes, Melasma treatment, Velashape, Arasys is A MUST. Candidate MUST be highly experienced, able/confident to deliver incredible results, motivate a team of LME's. Candidate certified as a permanent make-up specialist is a plus.  Minimum of 5 years experience as a practicing aesthetician required.  If you can sell \"ice to an eskimo\", this is a perfect job for a competitive income. Sales experience in an aesthetic practice is A MUST. TWO years minimum sales experience required. Schedule flexible, PT to start (30-35 hours per week). Bachelor's degree, experience with Millennium Spa Software, SEO/Internet Marketing, Constant Contact Experience PREFERRED.  Additional Duties include those of a well experienced clinic coordinator.  Candidate must be: * Great at conducting aesthetic consultations, sales, up-selling. * Must have computer skills, be extremely organized, be able to multitask, and pay attention to detail. * Must provide impeccable quality of care to pts & exceptional customer service to our pts. * Must be a team player, goal oriented, self-motivated, caring, compassionate, enthusiastic. * Must want to work in a very busy, fast paced working environment. * Must want to work at least one Saturday per month and 2 evenings per week. * Knowledge of Microsoft Office Suite is a MUST & Millennium Spa Software is a plus.  Compensation / Benefits of Position: * Hourly rate plus indirect/direct commission (high commission opportunity) * Free aesthetic treatments and products * Great family & friends discount * Weekly team training & aesthetic education sessions * Daily sales & goal monitoring with Spa Director * Opportunity to work within a rapidly growing company with endless opportunities for employee growth and learning  How to Apply: * E-mail your resume as an attachment in either PDF or Microsoft Word format. * E-mail also must include cover letter explaining why you are interested in the position and which qualities/characteristics make you a great fit for this position.   **DO NOT APPLY IF YOU ARE NOT HIGHLY EXPERIENCED IN CONDUCTING MEDICAL AESTHETIC TREATMENTS/HAVE STRONG SALES SKILLS
licence-needed	Seeking qualified professionals to join the team, we are looking for individuals to serve as Property & Casualty producers.  The ideal candidates will be energetic professionals interested in helping grow a customer focused business grow through a consultative approach to working in the customers best interest. If you are a motivated self starter who can deliver exceptional service, then this is your opportunity for a rewarding career.  Responsibilities • Develop leads, meet with prospective clients, identify customer needs, and offer appropriate products and services. • Establish client relationships and follow up with customers, as needed. • Provide prompt, accurate, and friendly customer service. • Use a customer-focused, needs-based review process to educate customers about insurance options. • Maintain a strong work ethic with a total commitment to success each and every day.  Requirements • Prior Insurance Sales experience is not required (prior role as sales representative, real estate agent, mortgage broker, or retail sales associate preferred) • Successful track record of meeting sales goals/quotas preferred • Excellent communication skills - listening, written and verbal  • Enthusiastic about the role insurance and financial products play in helping people manage their risks and preparing for their future. • Self-motivated • Property & Casualty license (must be able to obtain) • Commercial Insurance experience a plus
licence-needed	XpresSpa was founded on the principle of relieving weary travelers from stress and tension and giving them the energy they need for their active lifestyle. It’s that commitment to exceptional service that has led us to become the largest airport spa service provider in the world. We are searching for like-minded, dedicated and engaged Estheticians to join our Spa Teams and start making a difference in the lives of others today!   XpresSpa Offers… • Flexible schedules that allow you to design your work schedule by choosing from multiple shifts. • High earning potential. Our Spas have High Traffic and High Sales Volume. • An upscale, cosmopolitan work environment. • Discounts on XpresSpa products – purchase the same high quality, luxury XpresSpa products for you or to use for gifts.  Candidates Need… • To posses practical knowledge and have proven experience with Nails (Manicures and Pedicures), Facials, and Waxing. • A solid understanding of the service environment and a commitment to always providing a superb customer experience. • A strong spirit of teamwork and camaraderie. • The ability to comfortably perform treatments in a unique, fast paced and rewarding environment. • A Current UT Esthetician License • Ability to work late afternoon/evening shift (i.e.; 2:30pm-11:00 pm) and 2 Sundays a month.   For more information regarding this exciting opportunity, please contact:  Call to follow up on resume submittal:  XXX Susan)  Website: www.example.com   XpresSpa is an EOE committed to a diverse and inclusive work environment
part-time-job hourly-wage	Troubleshooting, repairing and part ordering for medical equipment such as scooters and power chairs along with install of hitches and auto lifts to carry this equipment. Working in a bay area with weather elements such as heat or cold.  Must be a team player, great customer service skills, nice phone skills with clients and vendors. Mechanically inclined and knowledge of electric is a must. Also NEEDED FOR THIS POSITION IS THE FOLLOWING: 1. Knowledge of electric 2. Reading manuals 3. On line training and tests 4. CLEAN and I do mean CLEAN background  (fingerprinted)  5. Own professional tools with tool chest 6. Clean DMV (yes will be verified)  7. Drug test 8. other requirments not listed   If interested this is a part-time 30 hrs.  Monday - Friday 8-5pm, please send resume. The interview process will be as follows 1. Phone call interview  2. Person to Person interview 3. Third interview with possiable fingerprints for background check, DMV and drug test. Must have car to get to and from work. EXP TECH IN DME  Pay is is hourly at $10.00 to $12.00 to start.
5-plus-years-experience-needed supervising-job	*Overview*  Ground floor “Greenfield” opportunity to be become a valued contributor on a strategic commercial software product re-platform in white hot e-learning vertical. Client will be levering best of breed technology innovation for this world class big data driven software engineering implementation.  *The Opportunity*  CTO is creating a delivery center of excellence as part of a strategic business transformation to relevant 21st century Saas shared services model. As a Solutions Architect, you will spearhead strategic requirements between the client and product owners vision and the strategic delivery output from the product engineering teams.  *The Environment* •Big Data Driven Saas-AWS-shared services model •World Class e-learning platform •Collaborative agile environment •Mobile-Gaming components of product portfolio •Best of breed RIA technology stack •Early stage product development •World Class Software Development COE  *The Role* •Work directly with product owner, software engineers, interface designers, and architects to deliver enterprise-wide solutions from early planning through implementation •Client-end user collaboration for product development functionality •Single point of contact between technology team and product owner and client •Project stewardship for all deliverables •Provide technical guidance based on requirements for formal prototyping •Align product vision with appropriate software engineering strategy •Resource Management  *Requisite skills and experience* •5-7 years plus project delivery-solutions experience •5 years plus technology experience with a software development organization (architect, developer, QA, systems analyst, solutions architect) •Strong requirements definition and modeling experience-ability to translate business requirements into software engineering specs and prototypes •Ability to manage cross functional teams •Web Services, xml, UML, SOA,ESB, SSO in any combination •Superior leadership, communication and client facing skills •OOD, SaaS, Big data,BPMN, BPEL acumen a plus  *Why would this opportunity interest you?* •Ground floor opportunity to play an integral part in revolutionary 21st century e-learning Saas Re-architecture effort •Highly innovative and entrepreneurial environment •Cradle to Grave Implementation experience •Dynamic Technology Platform-Saas/Big Data/AWS/TDD Agile/SEO •World Class Software Engineering Product Development
	Pro White, LLC is the nations leader is cosmetic teeth whitening. We are a rapidly expanding company with an excellent product and a successful sales team. Since 2005, we have administered over 450,000 treatments, and that number continues to grow on a weekly basis. Join a family owned and operated team of professionals where hard work and dedication pay off!  *Requirements* : * Positive attitude * Great smile, healthy teeth & gums * Excellent attendance record * Excellent sales abilities * Ability to learn information quickly & multitask daily  *Responsibilities* : * Aggressively drive sales of teeth whitening product * Accurately track inventory * Educate potential clients on product * Follow all safety and sanitary guidelines
part-time-job	Part-Time Hours M-F shift 2:30-6:30 pm  Recruiting for our Leeton After School Program 2013-2014 School Year, 2014 Summer Program, and our 2014-2015 School Year.   Leeton is located about 15 minutes southwest off Warrensburg off of US Hwy 13.  If you are interesting in applying for this opportunity, please visit our website bgckids.com and apply online. Please call Staci Harrison, HR Director with any questions,  XXX   PRIMARY FUNCTION: The Youth Development Professional (YDP) is a part time job and is responsible for: �Assisting in planning, developing, implementing and evaluating programs, services and activities �Contributing to a healthy and safe environment, ensuring that facilities, equipment and supplies are properly maintained �Monitoring members while in Club facilities and ensuring their overall safety �Contributing to programs, activities and services that prepare youth for success �Helping to create a Club environment that facilitates the achievement of desirable youth development outcomes �Fulfilling responsibilities for the Boys and Girls Clubs of West Central Missouri at the primary club in which they are assigned as well as traveling to different clubs on an as needed basis. This could be a short term or a permanent assignment. The flexibility to work at different sites is an expectation of this position.  SKILLS/KNOWLEDGE REQUIRED: •High School diploma/GED required •Prior experience working with children preferred in either a paid or volunteer capacity, including but not limited to mentoring, tutoring, coaching, and teaching •Communication skills – good written and oral communication skills and the ability to relate to the public and those within the Club •Decision making skills – good judgment, systemic thinking, problem solving, performance organization and time management. Identify common elements, themes and risks in situations and actions •Provide direct supervision to members •Planning skills – monitoring, organizational planning, ability to plan and implement quality programs for youth and to organize and supervise members in a safe environment •Relationship skills – strong customer service, strict confidentiality, ability to build relationships, maintain confidentiality, use meaningful measurements to satisfy customer needs and be a positive team player  If you are interesting in applying for this opportunity, please visit our website www.example.com and complete our application to include your resume and three professional references. You can also mail your application packet to Staci Harrison at 3100 Aaron Ave, Sedalia, MO 65301.  Please contact Staci Harrison at  XXX  if you have any questions.
licence-needed	Licensed Massage Therapist Massage LuXe – Tampa, FL  Massage LuXe, the fastest-growing luxury spa franchise in the country, has come to Tampa! We are currently searching for licensed massage therapists to join or team. Ideal candidates exude a positive attitude and display a willingness to strive for nothing less than extraordinary!  Our therapists will be required to perform high-quality, professional 50+ minute Swedish and Deep Tissue massage therapy sessions tailored to clients’ needs. Experience in multiple massage modalities is a plus! Therapists will be expected to assist in attracting and retaining clientele and provide education to clients on the benefits of massage therapy.  Therapists must be licensed in the state of Florida prior to beginning work. No experience necessary!  Full-time and part-time positions available. Contact us now to schedule your interview!  For additional information about our company, please visit our corporate website: www.example.com
bs-degree-needed 5-plus-years-experience-needed	Tokyo Electron U.S. Holdings, Inc. (TEH) is a wholly owned subsidiary of Tokyo Electron Limited (TEL) - a multi-billion dollar global corporation and a leader in providing semiconductor equipment throughout the world. TEH headquarters located in Austin, Texas is currently seeking a Contracts Manager/Attorney.     Primary Responsibility:  Ensures all customer contracts are created, negotiated and maintained in accordance with corporate accepted guidelines and objectives. In addition, this position is responsible for review, maintenance and tracking of a variety of vendor and other contracts.  •Drafts alternative language for complex non-standard corporate contract documents and Scopes of Work (SOWs).  •Reviews and analyzes contract/agreement drafts for acceptability of proposed changes, to include redlining documents as necessary.   •Analyzes vendor agreements and other corporate contracts for potential legal risks, and makes recommendations to department VPs.   • Recognizes key business issues, and takes necessary steps to safeguard corporate exposure and interests  •Utilizes a contracts database or other suitable tool to organize contract documents. Organization includes reviewing documents to identify key triggers such as termination dates, notice clauses, penalties, escalations, etc.   •Communicates regularly and effectively with internal customers ensuring they are aware of the status of contract documents and potential issues.   •Special projects, including research and reports as requested by management    •Bachelor's Degree in Business Administration with documented coursework in business law and contracts and 10+ years of experience as a Contracts Manager directly related to engineering, sales, and/or service-related contracts or equivalent.   Or   JD is highly preferred with 5+ years in-house counsel experience related to engineering, sales, and/or service-related contracts or equivalent.   •Demonstrated ability to successfully negotiate a multitude of business and contractual issues with high level management, both internally and externally  •Keen sense of exposure risks associated with various business and contractual decisions  •Demonstrated command of legal terminology, as well as strong grasp of boiler plate contractual language  •Experience utilizing a variety of legal research tools and applying same to contractual issues  •Thorough knowledge of software applications: Adobe Acrobat, Outlook, Microsoft 2010 Office    www.example.com  Requisition # 3143
part-time-job	Join our Family Leave your Legacy Make a Difference  AGENCIES FOR SALE 440 policies paying 26K in annual renewals for 30K 300 policies paying 25K in annual renewals for 30K  Exclusive Career Opportunity and a great way to start in the insurance industry!  Farmer’s Insurance Summit District is looking for highly motivated college seniors, graduates and career oriented individuals with an entrepreneurial mindset.   Start getting the recognition you deserve, with the freedom and control you've always looked for and the experience of a lifetime.  Our flexible training program allows part-time work for a smooth transition from your current job.   Start a Career, not a job!  Job Descriptions Customer Service, Insurance Marketer, Telemarketer, Agency Marketer, Insurance Sales Producer, Agency Business Consultant, Licensed Sales Producer, Agency Owner, Insurance Sales Agent  A College degree, Military, Bilingual and Security Clearance professionals preferred but not required We hire veterans!   Please respond to this posting with a cover letter and resume
